0, 0, Header, 1, 3, 384
1, 0, Start_track
1, 0, Title_t, "control track"
1, 0, Text_t, "creator: "
1, 0, Text_t, "GNU LilyPond 2.18.2           "
1, 0, Time_signature, 3, 3, 18, 8
1, 0, Tempo, 833333
1, 0, End_track
2, 0, Start_track
2, 0, Title_t, "up:"
2, 0, Control_c, 0, 7, 100
2, 0, Key_signature, 0, "minor"
2, 0, Note_on_c, 0, 76, 62
2, 96, Note_on_c, 0, 76, 0
2, 96, Note_on_c, 0, 75, 62
2, 192, Note_on_c, 0, 75, 0
2, 192, Note_on_c, 0, 76, 62
2, 288, Note_on_c, 0, 76, 0
2, 288, Note_on_c, 0, 75, 62
2, 384, Note_on_c, 0, 75, 0
2, 384, Note_on_c, 0, 76, 62
2, 480, Note_on_c, 0, 76, 0
2, 480, Note_on_c, 0, 71, 62
2, 576, Note_on_c, 0, 71, 0
2, 576, Note_on_c, 0, 74, 62
2, 672, Note_on_c, 0, 74, 0
2, 672, Note_on_c, 0, 72, 62
2, 768, Note_on_c, 0, 72, 0
2, 768, Note_on_c, 0, 69, 62
2, 960, Note_on_c, 0, 69, 0
2, 1056, Note_on_c, 0, 60, 62
2, 1152, Note_on_c, 0, 60, 0
2, 1152, Note_on_c, 0, 64, 62
2, 1248, Note_on_c, 0, 64, 0
2, 1248, Note_on_c, 0, 69, 62
2, 1344, Note_on_c, 0, 69, 0
2, 1344, Note_on_c, 0, 71, 62
2, 1536, Note_on_c, 0, 71, 0
2, 1632, Note_on_c, 0, 64, 62
2, 1728, Note_on_c, 0, 64, 0
2, 1728, Note_on_c, 0, 68, 62
2, 1824, Note_on_c, 0, 68, 0
2, 1824, Note_on_c, 0, 71, 62
2, 1920, Note_on_c, 0, 71, 0
2, 1920, Note_on_c, 0, 72, 62
2, 2112, Note_on_c, 0, 72, 0
2, 2208, Note_on_c, 0, 64, 62
2, 2304, Note_on_c, 0, 64, 0
2, 2304, Note_on_c, 0, 76, 62
2, 2400, Note_on_c, 0, 76, 0
2, 2400, Note_on_c, 0, 75, 62
2, 2496, Note_on_c, 0, 75, 0
2, 2496, Note_on_c, 0, 76, 62
2, 2592, Note_on_c, 0, 76, 0
2, 2592, Note_on_c, 0, 75, 62
2, 2688, Note_on_c, 0, 75, 0
2, 2688, Note_on_c, 0, 76, 62
2, 2784, Note_on_c, 0, 76, 0
2, 2784, Note_on_c, 0, 71, 62
2, 2880, Note_on_c, 0, 71, 0
2, 2880, Note_on_c, 0, 74, 62
2, 2976, Note_on_c, 0, 74, 0
2, 2976, Note_on_c, 0, 72, 62
2, 3072, Note_on_c, 0, 72, 0
